Startup Name,Industry,Total Funding (M$),Number of Investors,Investor Reputation,Growth Rate (%),Revenue (M$),Market Size,Years Since Founded,Success Score
QuantumAIHub,AgriTech,150.13,4,6.13,54.11,88.83,Large,4,9.39
NextCloudHub,Quantum Computing,294.98,15,9.03,41.41,55.68,Large,1,96.26
NeuroSphereSystems,AgriTech,398.11,5,1.57,16.01,45.98,Large,7,93.71
AgriGrowthAI,AgriTech,318.85,3,6.43,71.18,10.08,Large,8,35.4
SmartConnectSolutions,Quantum Computing,211.29,5,7.95,9.99,46.96,Large,4,89.62
NextEdgeNetwork,Healthcare,55.99,6,8.58,30.16,7.11,Large,10,89.26
FinSphereInnovations,GreenTech,280.8,8,5.59,10.29,77.98,Large,9,68.68
QuantumFinanceVentures,EdTech,398.87,5,2.62,56.04,12.32,Medium,18,0.02
TechHealthHub,Cybersecurity,269.58,2,7.19,64.04,29.03,Small,4,55.12
SmartHealthAI,Healthcare,333.12,7,7.91,32.59,49.2,Small,20,61.96
HyperHealthTech,FinTech,20.52,13,3.09,50.99,21.29,Medium,13,74.24
NextFinanceVentures,Quantum Computing,251.2,6,6.79,34.46,9.38,Large,16,16.12
QuantumHealthInnovations,EdTech,444.61,13,5.21,21.4,20.3,Large,12,0.53
NeuroEdgeSolutions,AgriTech,366.24,15,2.0,5.17,96.71,Medium,14,74.84
NeuroAISolutions,FinTech,310.71,12,1.52,10.36,81.56,Large,8,8.86
HyperDataTech,AI,200.71,4,3.12,50.28,20.03,Large,3,0.29
NeuroGrowthSystems,Autonomous Vehicles,71.54,2,3.1,43.21,71.63,Medium,4,95.89
QuantumCloudInc,GreenTech,243.44,2,3.09,57.47,13.66,Large,11,12.41
FinHealthVentures,Autonomous Vehicles,3.57,7,5.25,34.24,59.43,Large,1,74.91
NextEdgeVentures,FinTech,299.31,11,8.85,61.25,90.68,Small,9,88.81
FinLabInnovations,EdTech,399.46,5,1.77,46.05,53.38,Large,2,50.24
NeuroLabInnovations,GreenTech,410.78,13,6.08,59.21,84.91,Small,13,38.57
HyperAIVentures,Quantum Computing,70.72,3,3.49,64.52,56.2,Medium,9,40.2
NeuroDataAnalytics,AgriTech,223.41,12,7.27,65.26,16.96,Small,10,31.8
AgriSphereSystems,AgriTech,363.65,6,6.02,37.46,70.18,Large,3,46.88
NextHealthInc,Cybersecurity,40.97,3,5.57,32.28,45.05,Small,14,81.61
QuantumEdgeInc,EdTech,408.47,10,9.99,52.04,44.1,Small,2,9.66
GreenAIInc,Quantum Computing,35.29,2,3.78,1.74,41.04,Medium,10,81.13
SmartConnectTech,Cybersecurity,349.36,8,5.15,1.79,81.1,Large,3,25.86
GreenHealthInnovations,FinTech,308.49,13,3.31,44.14,13.19,Large,16,54.99
TechFinanceAI,GreenTech,352.94,8,5.62,24.79,75.54,Medium,7,94.12
QuantumFinanceSolutions,Healthcare,452.54,15,2.9,31.57,43.07,Small,14,45.74
FinHealthHub,EdTech,56.11,12,5.62,66.17,15.63,Large,20,99.88
HyperAISolutions,AI,96.54,3,8.61,39.19,27.74,Medium,20,8.88
GreenFinanceVentures,AI,259.32,13,9.23,65.28,81.82,Large,12,8.45
NeuroSphereInc,AI,491.01,6,5.14,36.44,80.79,Large,18,19.71
GreenAITech,Autonomous Vehicles,340.44,6,4.94,71.65,87.47,Large,12,29.63
TechFinanceAnalytics,Healthcare,137.51,9,3.74,12.67,93.02,Small,15,54.69
AgriDataSystems,Autonomous Vehicles,320.71,11,8.89,2.52,41.35,Large,17,17.66
QuantumHealthHub,Autonomous Vehicles,336.37,14,7.78,23.76,43.5,Small,16,7.31
TechEdgeInnovations,EdTech,211.06,15,3.69,30.95,48.59,Large,5,12.64
QuantumGrowthInnovations,GreenTech,212.25,4,5.4,24.41,87.8,Large,18,41.01
NeuroLabInc,AI,308.04,4,7.16,30.76,3.44,Small,10,99.18
QuantumGrowthInc,Quantum Computing,466.92,12,7.05,5.6,22.52,Medium,18,64.6
FinConnectAI,EdTech,438.68,10,5.13,39.08,22.93,Medium,15,86.36
GreenHealthSystems,Cybersecurity,260.3,3,8.56,64.36,42.47,Medium,17,55.65
NeuroCloudSystems,Cybersecurity,229.17,4,6.5,69.3,73.15,Large,5,24.89
SmartCloudTech,FinTech,433.1,10,2.99,30.84,39.17,Medium,19,89.66
NeuroHealthAI,Healthcare,7.6,1,4.0,47.46,55.66,Medium,10,51.17
QuantumEdgeInnovations,Autonomous Vehicles,483.64,12,9.95,14.71,52.99,Small,9,10.68
GreenFinanceTech,Healthcare,139.77,2,8.08,79.49,30.66,Large,18,98.19
TechGrowthAI,GreenTech,318.58,11,6.9,19.11,15.17,Small,15,67.82
NextGrowthVentures,GreenTech,331.17,4,3.43,60.11,34.76,Small,1,37.61
AgriHealthSystems,FinTech,276.33,5,2.51,12.17,60.75,Small,20,54.48
NextEdgeHub,Autonomous Vehicles,288.36,3,4.39,49.53,76.27,Small,19,5.86
QuantumEdgeHub,Cybersecurity,12.56,5,2.88,17.15,69.91,Large,7,79.77
GreenHealthHub,FinTech,296.76,12,9.34,73.25,30.21,Large,9,21.79
SmartSphereInnovations,FinTech,182.65,9,4.01,10.17,7.43,Small,17,17.57
SmartSphereTech,Healthcare,476.05,7,5.06,40.9,90.54,Large,17,46.43
AgriDataAnalytics,EdTech,437.99,7,2.48,66.57,16.47,Large,2,85.56
InnoConnectHub,Healthcare,179.68,15,3.1,19.27,64.17,Small,13,38.57
FinLabInnovations,Healthcare,174.58,9,4.62,16.69,48.57,Small,3,3.41
InnoLabSystems,EdTech,238.05,5,3.09,58.34,67.03,Large,4,65.46
InnoGrowthAI,Autonomous Vehicles,298.63,14,3.3,12.19,36.7,Small,2,1.32
NextGrowthInc,AgriTech,336.94,2,7.04,69.43,32.92,Medium,17,88.34
AgriSphereAnalytics,GreenTech,351.77,12,8.55,60.48,7.53,Large,20,8.56
TechCloudAI,EdTech,436.77,8,7.18,79.97,78.45,Small,1,0.56
SmartAIAnalytics,Healthcare,15.86,15,9.55,75.72,49.24,Medium,10,13.79
FinFinanceSolutions,Cybersecurity,370.58,6,1.05,36.02,75.46,Large,11,29.79
QuantumFinanceAnalytics,AI,71.31,11,1.62,4.37,59.78,Medium,1,71.24
GreenSphereAI,Quantum Computing,478.12,4,3.73,5.84,7.36,Medium,2,4.48
TechLabSystems,Quantum Computing,98.08,6,4.44,61.5,51.9,Large,4,5.99
AgriGrowthSolutions,Cybersecurity,238.25,8,3.65,59.4,63.31,Large,5,84.4
TechEdgeSolutions,AI,88.27,15,7.59,70.61,49.89,Small,13,28.66
TechSphereTech,AI,177.84,4,2.59,7.94,32.68,Medium,8,61.74
AgriEdgeAnalytics,FinTech,188.44,6,5.85,70.76,3.79,Large,9,51.41
TechHealthVentures,Autonomous Vehicles,416.46,10,4.22,51.25,82.76,Medium,18,77.11
SmartEdgeTech,GreenTech,97.26,15,4.69,60.28,29.59,Large,14,96.02
NextLabSolutions,FinTech,82.46,14,4.66,8.69,90.98,Medium,17,77.15
TechDataAnalytics,Healthcare,112.15,15,8.56,37.69,21.71,Small,9,33.19
NeuroCloudNetwork,AI,437.25,3,4.4,1.03,88.62,Large,3,30.67
QuantumSphereSolutions,Healthcare,200.07,3,7.56,32.67,99.08,Small,1,38.27
FinLabNetwork,AI,218.45,4,2.44,77.8,16.65,Medium,10,27.37
NextCloudInc,Quantum Computing,103.73,7,3.79,7.52,55.63,Medium,11,34.28
SmartSphereAnalytics,GreenTech,388.11,15,7.83,11.23,70.64,Small,1,23.54
HyperConnectTech,Cybersecurity,447.82,2,9.39,18.6,43.42,Small,9,16.44
NextHealthTech,Cybersecurity,365.06,3,1.48,72.61,57.88,Medium,18,74.7
HyperSphereAnalytics,AI,32.93,6,4.42,36.62,72.17,Large,12,71.22
HyperDataVentures,GreenTech,178.81,9,4.87,55.34,57.24,Small,12,58.23
GreenDataInnovations,GreenTech,175.36,7,3.36,74.37,22.38,Medium,9,24.37
FinDataAI,Autonomous Vehicles,345.75,3,7.2,1.32,7.48,Large,7,5.09
NextCloudVentures,EdTech,229.89,7,5.19,57.92,39.26,Large,15,11.27
InnoConnectHub,Healthcare,279.64,5,7.24,78.95,54.58,Large,16,48.06
NeuroSphereSystems,Autonomous Vehicles,269.69,9,5.46,54.16,12.59,Large,6,1.6
FinLabInc,Healthcare,369.32,10,2.43,8.66,55.98,Large,12,58.93
NextAIHub,Quantum Computing,230.05,5,2.19,69.67,91.88,Large,6,24.7
HyperEdgeInnovations,AgriTech,108.45,1,3.38,55.18,54.07,Small,5,84.45
InnoSphereSystems,Healthcare,362.07,7,8.18,30.38,78.65,Small,2,39.92
GreenSphereAnalytics,AI,188.47,2,7.54,57.71,41.76,Large,3,26.57
AgriSphereSystems,Quantum Computing,179.26,14,5.92,21.14,10.05,Medium,9,93.04
GreenFinanceTech,AgriTech,244.73,2,3.63,10.44,37.97,Small,8,63.86
QuantumCloudTech,Healthcare,450.89,15,1.57,59.99,89.92,Small,17,13.6
SmartSphereSystems,Autonomous Vehicles,116.18,13,6.66,10.72,97.99,Large,4,16.86
HyperFinanceSystems,FinTech,290.48,15,2.48,30.36,84.96,Medium,20,22.05
GreenAIVentures,FinTech,419.98,2,8.18,70.81,22.95,Small,2,73.57
GreenCloudAnalytics,Autonomous Vehicles,164.62,9,2.67,56.17,67.37,Large,6,31.23
HyperGrowthAnalytics,AgriTech,246.14,15,1.87,22.4,49.91,Large,18,70.84
FinLabSystems,GreenTech,440.04,10,5.18,12.65,41.56,Large,19,76.22
TechHealthInnovations,GreenTech,460.09,11,5.57,42.08,15.76,Medium,4,55.11
InnoLabInnovations,Autonomous Vehicles,400.11,5,8.75,15.91,55.51,Large,19,20.15
FinHealthSolutions,AgriTech,68.41,3,3.37,34.25,48.13,Small,16,79.54
InnoCloudInnovations,EdTech,384.67,7,3.09,64.72,16.6,Small,12,81.91
NextEdgeSystems,GreenTech,237.99,11,8.83,70.3,4.79,Large,17,22.2
SmartCloudHub,Autonomous Vehicles,23.4,3,1.1,63.69,75.53,Small,19,92.06
InnoLabInc,Autonomous Vehicles,481.96,7,2.52,55.46,93.91,Small,6,42.86
QuantumAIVentures,Autonomous Vehicles,51.46,6,2.25,63.79,41.82,Small,17,71.68
TechDataNetwork,EdTech,192.75,7,2.13,25.89,32.58,Medium,14,43.08
GreenSphereVentures,Cybersecurity,286.96,6,1.63,78.08,73.87,Small,14,74.3
InnoCloudAI,GreenTech,107.73,3,2.83,15.39,93.05,Medium,8,42.82
TechFinanceAI,GreenTech,291.67,13,8.91,72.98,47.29,Medium,9,8.78
SmartAIInc,AI,84.6,7,3.06,23.03,99.93,Large,4,43.69
NextLabNetwork,GreenTech,193.6,11,4.02,4.12,18.58,Medium,17,26.43
FinSphereNetwork,FinTech,435.11,1,2.64,41.72,18.3,Medium,2,6.21
GreenConnectTech,Healthcare,233.04,5,6.57,42.92,8.15,Small,1,71.74
TechEdgeInc,Healthcare,51.59,4,7.48,18.01,85.48,Small,1,12.44
AgriEdgeAI,Quantum Computing,232.61,11,4.95,61.25,27.59,Large,15,33.86
NeuroSphereAI,Autonomous Vehicles,122.23,11,3.72,28.62,16.16,Medium,3,31.28
HyperFinanceSystems,FinTech,363.19,14,6.07,71.82,59.09,Small,11,68.34
SmartConnectSolutions,GreenTech,269.34,12,9.99,9.12,58.78,Medium,13,88.92
NeuroHealthInc,EdTech,212.17,12,5.4,75.28,40.42,Small,16,87.19
QuantumEdgeInc,Cybersecurity,146.42,11,8.26,40.41,83.1,Small,8,4.86
AgriSphereHub,AgriTech,304.61,13,3.34,64.69,17.83,Medium,14,92.72
SmartConnectAnalytics,FinTech,366.34,11,8.0,4.19,65.63,Large,11,31.2
SmartFinanceAI,GreenTech,188.31,1,2.9,41.14,79.99,Medium,6,81.15
TechAIAI,FinTech,83.9,7,2.22,2.07,81.67,Medium,18,92.01
NextHealthHub,Autonomous Vehicles,162.41,11,5.51,77.07,61.34,Small,18,8.36
NextSphereInnovations,AgriTech,185.75,1,5.34,62.67,94.48,Small,1,33.03
TechFinanceAI,Quantum Computing,140.26,10,6.53,32.26,16.09,Large,10,85.69
InnoSphereSolutions,EdTech,409.31,15,5.84,26.15,27.64,Large,13,15.95
HyperEdgeSystems,AgriTech,130.26,13,7.75,47.36,76.76,Medium,8,23.19
GreenFinanceAI,Autonomous Vehicles,477.42,3,9.07,17.32,63.64,Medium,8,36.86
InnoSphereHub,Healthcare,328.24,9,2.91,45.61,36.41,Large,17,35.35
InnoAIAnalytics,Healthcare,101.84,5,5.65,12.07,65.13,Small,19,17.73
InnoSphereAnalytics,AgriTech,31.34,5,6.4,79.14,77.4,Large,3,38.91
FinLabInnovations,AI,57.98,12,5.22,75.91,34.0,Medium,2,40.7
NeuroCloudSystems,Healthcare,0.81,15,6.49,20.27,54.78,Small,7,95.91
NeuroHealthNetwork,Autonomous Vehicles,397.15,10,7.66,0.5,79.81,Small,12,33.77
HyperHealthTech,Cybersecurity,468.23,7,5.77,64.45,74.51,Small,13,69.51
GreenGrowthTech,Quantum Computing,300.95,13,7.51,27.84,45.68,Small,5,72.12
QuantumGrowthVentures,EdTech,485.0,3,3.5,1.48,90.36,Large,1,44.49
QuantumAIAI,GreenTech,125.55,4,5.03,64.52,35.09,Medium,15,66.69
NeuroDataAnalytics,GreenTech,35.55,13,9.32,8.82,79.83,Medium,19,87.3
QuantumConnectVentures,Cybersecurity,154.97,11,4.52,4.86,14.93,Small,18,4.92
NextGrowthTech,AI,442.71,12,1.77,45.84,76.76,Large,20,79.53
AgriFinanceAI,GreenTech,375.15,1,1.81,15.71,18.25,Large,12,10.35
QuantumCloudSolutions,GreenTech,268.92,7,1.19,52.2,68.1,Medium,7,70.61
QuantumCloudAI,GreenTech,129.37,13,2.24,70.0,84.61,Small,15,44.71
GreenConnectAnalytics,Quantum Computing,77.02,5,7.13,78.86,48.69,Medium,1,36.73
InnoFinanceTech,AI,30.47,5,2.0,47.72,91.72,Small,1,40.5
GreenGrowthAI,AgriTech,326.45,11,9.54,79.78,33.82,Medium,19,81.63
TechLabSystems,Autonomous Vehicles,271.78,4,4.7,35.02,22.57,Small,11,26.01
QuantumEdgeAnalytics,Quantum Computing,368.14,5,1.26,58.08,64.0,Medium,14,4.05
HyperLabAnalytics,AI,25.76,1,7.85,44.33,21.15,Small,16,4.9
GreenLabVentures,EdTech,457.44,9,3.48,12.34,97.24,Large,5,75.1
TechCloudTech,GreenTech,271.42,10,1.95,46.94,40.75,Medium,16,33.29
TechEdgeInnovations,GreenTech,396.98,2,6.73,78.48,97.68,Medium,19,13.71
NeuroSphereSolutions,AgriTech,488.36,3,9.77,0.37,5.62,Small,14,16.18
NeuroCloudTech,AgriTech,481.36,2,4.84,44.59,49.69,Large,8,89.28
TechFinanceSystems,AgriTech,222.39,13,2.3,47.03,94.06,Small,2,59.1
InnoAIInc,Healthcare,326.06,10,5.68,50.25,16.99,Large,12,93.48
InnoCloudTech,FinTech,26.93,13,3.32,52.76,45.13,Large,6,12.21
AgriHealthInc,EdTech,393.44,12,5.81,26.09,48.1,Medium,10,95.88
NextCloudVentures,FinTech,95.31,10,3.9,64.96,37.61,Medium,1,36.09
NeuroConnectSolutions,GreenTech,236.78,4,6.02,57.47,57.53,Medium,11,83.34
FinAINetwork,EdTech,14.85,3,4.65,75.81,70.12,Small,20,62.8
TechHealthTech,Autonomous Vehicles,254.89,4,5.91,16.94,42.05,Small,5,29.18
HyperLabTech,Quantum Computing,297.81,9,1.17,48.48,87.18,Large,19,64.85
HyperEdgeVentures,FinTech,304.97,5,7.25,62.56,37.26,Small,5,96.78
GreenDataVentures,Quantum Computing,164.88,14,1.57,51.67,60.88,Medium,19,25.93
HyperSphereTech,Cybersecurity,43.35,14,5.47,51.05,62.98,Small,6,35.97
QuantumCloudInnovations,Healthcare,224.98,9,3.74,68.13,72.79,Medium,5,51.5
NextSphereHub,FinTech,499.78,10,7.49,28.95,82.7,Large,10,53.68
FinLabSystems,Quantum Computing,390.14,4,4.93,24.95,64.85,Large,12,19.61
HyperSphereNetwork,Quantum Computing,420.67,13,9.26,69.5,8.72,Small,20,22.73
AgriEdgeAI,Quantum Computing,32.96,7,3.99,60.57,79.16,Large,7,82.19
NextLabHub,Quantum Computing,80.32,2,7.79,1.68,75.2,Small,2,52.55
GreenGrowthInc,Autonomous Vehicles,237.47,15,3.02,5.45,46.38,Medium,19,56.3
TechLabSolutions,Quantum Computing,105.8,5,6.83,43.56,77.03,Large,10,77.44
HyperDataTech,AgriTech,429.88,13,2.78,17.93,69.32,Medium,16,21.17
QuantumAINetwork,AI,78.36,8,6.71,47.28,39.01,Medium,14,37.36
AgriGrowthInc,AgriTech,352.72,5,4.14,6.98,54.91,Small,7,16.29
TechEdgeAI,GreenTech,368.21,15,3.42,34.45,68.7,Medium,16,43.56
GreenFinanceSolutions,AI,25.32,14,6.69,27.19,78.76,Small,19,59.27
SmartHealthInnovations,Cybersecurity,316.12,3,6.0,17.95,17.53,Small,13,54.24
GreenDataAI,AgriTech,190.2,8,7.29,23.37,37.68,Large,9,90.2
InnoLabSystems,Quantum Computing,492.27,12,8.41,47.21,3.33,Large,13,34.79
NextConnectInc,GreenTech,183.39,6,7.71,72.82,66.61,Large,1,70.79
FinSphereAI,EdTech,347.2,1,3.65,19.53,68.99,Medium,12,71.9
QuantumAISolutions,Healthcare,486.47,6,7.91,48.88,66.66,Small,20,27.37
HyperHealthNetwork,AgriTech,114.93,7,7.63,72.26,87.41,Small,16,4.37
FinCloudHub,FinTech,446.41,6,7.11,40.99,52.59,Medium,16,5.2
NeuroFinanceInnovations,Autonomous Vehicles,39.97,12,5.83,49.2,99.31,Large,13,53.54
NextEdgeSolutions,GreenTech,348.61,9,3.91,21.01,90.04,Large,4,95.85
TechLabInc,Healthcare,65.03,13,3.5,30.47,38.42,Medium,6,10.41
QuantumDataInc,EdTech,348.24,2,5.84,16.07,48.14,Small,14,52.57
SmartCloudInc,Cybersecurity,264.27,4,9.54,71.72,3.51,Medium,17,85.48
NeuroCloudVentures,AI,197.22,4,6.57,79.45,88.34,Medium,1,67.92
GreenEdgeSolutions,Healthcare,461.65,8,3.84,6.52,54.85,Large,5,43.01
QuantumDataNetwork,EdTech,153.47,9,3.36,26.9,96.84,Small,11,2.36
TechCloudHub,Cybersecurity,31.97,10,7.02,65.98,86.2,Large,4,49.45
GreenLabAI,AgriTech,289.41,15,4.97,37.03,66.3,Small,12,88.83
SmartSphereAnalytics,FinTech,453.76,10,2.89,73.78,69.7,Medium,8,16.59
GreenLabInc,Quantum Computing,469.71,1,8.3,53.13,94.01,Small,7,17.03
FinConnectInnovations,AI,196.37,10,4.27,20.69,30.2,Medium,13,55.0
GreenConnectSystems,EdTech,85.67,10,4.65,54.49,63.49,Large,14,46.86
QuantumDataNetwork,GreenTech,281.35,10,5.91,38.5,51.16,Small,12,88.44
QuantumHealthVentures,Autonomous Vehicles,283.52,4,4.32,51.27,88.17,Small,10,5.05
InnoDataAI,Autonomous Vehicles,344.12,3,6.29,72.33,13.81,Medium,15,22.9
QuantumCloudAI,AgriTech,206.23,4,5.45,35.64,31.84,Small,18,54.01
AgriSphereAnalytics,FinTech,341.14,13,4.31,20.02,48.35,Medium,12,24.04
TechLabInc,Healthcare,95.03,9,6.65,77.31,94.46,Large,14,62.65
GreenHealthVentures,Quantum Computing,444.58,2,5.11,65.0,38.74,Large,2,79.51
FinLabSolutions,Cybersecurity,131.22,1,3.14,2.07,96.35,Large,2,11.8
HyperAISystems,AgriTech,126.43,8,7.21,46.57,31.36,Medium,11,42.28
GreenAITech,GreenTech,249.18,15,6.64,11.59,39.88,Medium,4,99.75
QuantumLabAI,AI,303.92,11,2.29,28.5,32.32,Large,9,46.09
NextAIInc,Quantum Computing,124.21,10,8.32,17.68,1.13,Large,6,81.2
SmartLabNetwork,AI,186.4,3,1.15,17.68,58.81,Medium,8,13.98
TechConnectNetwork,AgriTech,115.81,14,1.53,17.26,5.95,Medium,18,62.12
SmartConnectSolutions,FinTech,43.81,8,1.91,78.79,84.14,Small,17,66.95
AgriDataNetwork,Cybersecurity,304.59,10,8.15,58.16,67.9,Large,15,11.7
InnoSphereAnalytics,GreenTech,139.06,5,4.47,60.17,43.54,Small,5,57.34
TechLabInnovations,Healthcare,132.69,2,7.74,39.69,19.79,Small,8,90.15
FinEdgeInc,FinTech,281.79,11,7.63,18.48,93.08,Small,8,55.48
FinHealthSystems,Quantum Computing,33.57,6,8.25,18.35,29.17,Medium,16,28.0
NeuroConnectVentures,FinTech,460.68,8,1.66,33.63,70.99,Small,8,41.98
InnoSphereAI,Quantum Computing,249.8,4,1.66,72.52,51.58,Medium,8,88.11
GreenEdgeHub,AI,221.69,6,4.96,39.92,70.09,Small,16,32.17
TechGrowthTech,FinTech,51.03,9,3.4,59.68,98.8,Medium,6,18.22
HyperDataSystems,Quantum Computing,421.14,15,8.57,43.76,43.53,Large,17,61.46
NeuroConnectAI,Autonomous Vehicles,333.45,15,5.09,18.43,16.79,Small,5,8.26
TechCloudVentures,EdTech,388.19,4,9.07,70.28,43.15,Small,11,38.43
TechGrowthTech,Healthcare,285.5,13,7.19,34.48,14.12,Small,12,97.34
QuantumHealthInc,Healthcare,321.46,7,4.27,10.29,62.81,Medium,7,25.14
AgriFinanceSolutions,AI,110.33,2,6.22,15.85,26.3,Large,19,91.42
TechLabHub,AI,492.76,2,4.33,64.26,18.9,Medium,6,27.09
NextHealthSolutions,GreenTech,412.53,3,6.3,69.65,67.31,Large,11,33.22
NextAIHub,GreenTech,272.89,10,3.21,72.58,4.1,Medium,1,80.28
SmartEdgeHub,AgriTech,81.2,1,6.3,76.18,85.54,Large,2,83.31
NeuroGrowthSolutions,Autonomous Vehicles,360.76,13,4.63,4.86,6.9,Medium,11,1.49
AgriEdgeVentures,AI,6.45,2,8.84,35.49,83.94,Large,16,27.66
FinCloudHub,EdTech,156.33,12,2.7,40.82,74.41,Medium,15,41.71
QuantumGrowthInc,Cybersecurity,178.13,3,6.96,15.24,20.62,Small,13,85.38
SmartCloudInnovations,GreenTech,394.3,7,7.52,7.18,50.95,Medium,16,57.64
SmartConnectHub,GreenTech,496.88,14,5.31,43.86,54.4,Medium,5,59.47
GreenLabHub,EdTech,176.24,5,4.58,13.62,60.79,Small,4,57.85
QuantumAIAnalytics,AgriTech,447.65,3,9.09,22.55,9.33,Medium,2,86.91
NeuroCloudAnalytics,EdTech,304.13,14,2.0,63.29,44.25,Large,12,37.87
InnoSphereSolutions,Autonomous Vehicles,107.65,9,1.42,54.96,61.12,Small,20,32.98
QuantumGrowthInc,AI,29.59,7,1.1,54.26,53.9,Large,9,12.39
SmartFinanceAnalytics,Autonomous Vehicles,89.75,7,8.21,24.43,61.34,Medium,17,2.68
NeuroSphereVentures,GreenTech,85.45,5,9.74,41.81,9.82,Medium,18,74.57
NextAISolutions,Autonomous Vehicles,120.65,14,3.66,23.15,70.88,Medium,14,47.21
AgriConnectAnalytics,EdTech,157.56,2,2.52,67.31,50.23,Small,5,53.71
FinHealthInnovations,AgriTech,198.34,9,4.38,17.15,16.29,Medium,18,51.16
NeuroGrowthTech,AI,126.9,8,6.43,29.14,36.68,Large,8,28.38
InnoFinanceNetwork,AgriTech,347.65,15,2.81,64.92,10.42,Large,8,46.6
NeuroLabInnovations,Quantum Computing,58.74,12,6.38,26.75,17.2,Small,11,20.63
AgriEdgeInnovations,FinTech,143.5,2,1.46,51.19,1.92,Small,14,55.42
GreenAIInnovations,Quantum Computing,150.07,14,8.38,19.71,11.98,Small,6,40.03
GreenCloudSystems,Healthcare,430.82,13,5.28,15.49,27.71,Large,5,50.27
NextLabHub,GreenTech,367.78,8,9.6,60.7,35.35,Large,14,57.51
QuantumSphereInc,Autonomous Vehicles,162.76,5,4.24,2.52,93.89,Small,9,53.44
TechDataSolutions,Cybersecurity,358.98,8,6.58,15.92,95.73,Medium,17,43.53
InnoEdgeInnovations,FinTech,250.72,11,5.61,1.46,48.85,Small,13,96.89
TechConnectHub,Quantum Computing,415.85,8,3.43,70.0,63.26,Medium,17,32.02
InnoFinanceInc,Cybersecurity,441.33,4,7.92,68.39,3.46,Large,9,84.28
TechConnectTech,FinTech,51.28,8,7.6,3.58,23.88,Medium,16,40.37
InnoAITech,EdTech,330.03,5,6.3,14.51,93.59,Medium,4,32.72
HyperConnectNetwork,AI,5.39,15,1.35,36.67,74.57,Large,16,64.73
InnoGrowthInc,Quantum Computing,71.48,10,8.46,43.95,18.4,Large,11,25.93
AgriGrowthInnovations,AgriTech,26.67,6,7.33,13.67,81.7,Large,5,89.1
SmartDataTech,AI,456.06,14,4.69,38.65,80.31,Large,10,57.12
FinEdgeInnovations,Quantum Computing,454.08,4,9.31,14.38,83.44,Small,11,36.98
GreenAINetwork,FinTech,483.12,10,7.64,63.78,53.67,Medium,18,89.92
GreenHealthInnovations,AgriTech,169.51,1,4.33,3.28,45.3,Large,2,73.9
NextFinanceSystems,AgriTech,196.2,1,9.79,77.82,24.61,Small,7,53.4
NextGrowthAI,AgriTech,463.75,13,4.12,33.34,62.51,Small,2,67.76
NextHealthInnovations,AI,105.95,3,2.31,19.89,10.38,Medium,4,48.24
NextHealthInnovations,Healthcare,242.66,7,1.58,25.64,15.12,Small,11,60.06
HyperCloudInnovations,Quantum Computing,465.72,2,2.04,41.21,6.11,Small,13,16.03
QuantumEdgeHub,EdTech,49.54,14,7.32,69.47,11.15,Medium,9,90.34
FinCloudAI,Autonomous Vehicles,136.1,1,1.82,19.11,21.26,Medium,15,95.04
GreenGrowthAI,GreenTech,297.41,12,3.28,54.31,86.65,Large,14,11.81
SmartConnectInc,AgriTech,62.14,13,6.66,23.89,14.19,Large,16,36.29
HyperAIAI,Autonomous Vehicles,459.27,1,9.84,36.51,2.53,Large,12,38.25
TechEdgeNetwork,Cybersecurity,301.76,4,8.0,1.05,65.18,Large,15,97.07
SmartConnectSolutions,AgriTech,124.35,7,9.03,29.82,17.37,Medium,10,99.78
InnoAIAnalytics,Quantum Computing,66.29,7,1.75,61.14,59.58,Medium,14,81.97
NeuroSphereHub,FinTech,305.5,13,1.3,11.47,76.0,Small,20,18.34
QuantumHealthAnalytics,GreenTech,196.28,11,5.47,77.8,4.93,Small,19,45.42
AgriFinanceInnovations,Healthcare,473.36,8,8.97,35.17,53.52,Small,12,9.95
HyperAIInnovations,AI,325.55,11,5.14,55.29,13.65,Small,12,91.9
QuantumConnectHub,Healthcare,154.71,9,8.33,24.73,23.05,Medium,8,13.54
TechAISolutions,GreenTech,300.14,7,4.67,65.1,97.75,Large,11,43.56
GreenCloudAI,AI,34.28,12,2.08,38.51,68.79,Medium,1,84.89
TechAIAI,AI,374.46,4,5.35,33.85,9.97,Medium,14,33.7
NeuroAISolutions,GreenTech,154.6,7,6.63,58.78,57.74,Medium,9,89.23
NeuroSphereInnovations,Quantum Computing,353.43,8,3.19,9.87,15.08,Medium,5,66.35
AgriGrowthSolutions,GreenTech,279.44,10,1.12,73.94,69.73,Small,7,35.61
TechDataAI,FinTech,196.63,4,5.59,34.83,76.73,Large,17,56.72
TechGrowthSolutions,GreenTech,46.19,15,9.79,67.04,15.4,Medium,13,78.85
HyperLabVentures,Quantum Computing,59.33,13,8.71,60.05,9.57,Large,2,53.44
InnoLabVentures,AI,215.62,11,1.38,16.32,13.97,Small,3,3.06
QuantumHealthInnovations,EdTech,338.53,12,8.06,16.63,84.47,Small,2,41.44
NextSphereNetwork,Cybersecurity,437.95,11,6.08,55.56,3.32,Large,12,11.13
FinFinanceSystems,Quantum Computing,408.46,14,8.5,36.5,55.06,Medium,17,85.0
TechLabVentures,EdTech,70.27,2,9.42,68.04,95.52,Small,15,94.87
NextSphereTech,Autonomous Vehicles,373.46,7,3.39,54.76,83.22,Small,14,8.94
